key,template_x,itemname,value_type,description,application,discovery_rule,template_y,units
net.if.in.discards[ifInDiscards.{#SNMPINDEX}],"['Template Module Interfaces SNMPv1', 'Template Module Interfaces Simple SNMPv2', 'Template Module Interfaces Simple SNMPv1', 'Template Module Interfaces SNMPv2', 'Template Module Interfaces Windows SNMPv2']",Interface {#IFDESCR}: Inbound packets discarded,3,"MIB: IF-MIB
The number of inbound packets which were chosen to be discarded
even though no errors had been detected to prevent their being deliverable to a higher-layer protocol.
One possible reason for discarding such a packet could be to free up buffer space.
Discontinuities in the value of this counter can occur at re-initialization of the management system,
and at other times as indicated by the value of ifCounterDiscontinuityTime.",Network interfaces,Network Interfaces Discovery,Template Module Interfaces Simple SNMPv2,
net.if.in[{#IFNAME}],"['Template OS HP-UX', 'Template OS FreeBSD', 'Template OS AIX', 'Template OS Linux', 'Template OS Linux APM', 'Template OS Linux noswap', 'Template OS Linux_MySQL', 'Template OS OpenBSD', 'Template OS Solaris', 'Template OS Windows']",Incoming network traffic on {#IFNAME},3,,Network interfaces,Network interface discovery,Template OS HP-UX,bps
"net.if.out[teamspub,dropped]",['Template OS Linux'],ceph-droped-out2-teamspub,3,,Network interfaces,,Template OS Linux,
"net.if.in[{#IFNAME},dropped]",['Template OpenStack OS Linux'],Incoming network dropped packets on {#IFNAME},3,,Network interfaces,Network interface discovery,Template OpenStack OS Linux,
"net.if.in[teamspub,dropped]",['Template OS Linux'],ceph-droped-in2-teamspub,3,,Network interfaces,,Template OS Linux,
net.if.out[en0],['Template OS Mac OS X'],Outgoing network traffic on en0,3,,Network interfaces,,Template OS Mac OS X,bps
"net.if.out[teamscls,dropped]",['Template OS Linux'],ceph-droped-out-teamscls,3,,Network interfaces,,Template OS Linux,
"net.if.out[teams-pub,dropped]",['Template OS Linux'],ceph-droped-out-teams-pub,3,,Network interfaces,,Template OS Linux,
"net.if.in[teams-cls,dropped]",['Template OS Linux'],ceph-droped-in-teams-cls,3,,Network interfaces,,Template OS Linux,
"net.if.in[teams-pub,dropped]",['Template OS Linux'],ceph-droped-in-teams-pub,3,,Network interfaces,,Template OS Linux,
"net.if.in[teamscls,dropped]",['Template OS Linux'],ceph-droped-in-teamscls,3,,Network interfaces,,Template OS Linux,
"net.if.out[teams-cls,dropped]",['Template OS Linux'],ceph-droped-out-teams-cls,3,,Network interfaces,,Template OS Linux,
net.if.in[en0],['Template OS Mac OS X'],Incoming network traffic on en0,3,,Network interfaces,,Template OS Mac OS X,bps
net.if.duplex[dot3StatsDuplexStatus.{#SNMPINDEX}],"['Template Module EtherLike-MIB SNMPv2', 'Template Module EtherLike-MIB SNMPv1']",Interface {#IFNAME}({#IFALIAS}): Duplex status,3,"MIB: EtherLike-MIB
The current mode of operation of the MAC
entity.  'unknown' indicates that the current
duplex mode could not be determined.

Management control of the duplex mode is
accomplished through the MAU MIB.  When
an interface does not support autonegotiation,
or when autonegotiation is not enabled, the
duplex mode is controlled using
ifMauDefaultType.  When autonegotiation is
supported and enabled, duplex mode is controlled
using ifMauAutoNegAdvertisedBits.  In either
case, the currently operating duplex mode is
reflected both in this object and in ifMauType.

Note that this object provides redundant
information with ifMauType.  Normally, redundant
objects are discouraged.  However, in this
instance, it allows a management application to
determine the duplex status of an interface
without having to know every possible value of
ifMauType.  This was felt to be sufficiently
valuable to justify the redundancy.
Reference: [IEEE 802.3 Std.], 30.3.1.1.32,aDuplexStatus.",Network interfaces,EtherLike-MIB Discovery,Template Module EtherLike-MIB SNMPv2,
neutron.api.status,['Template App OpenStack Neutron API check'],Neutron API test succeeded,3,,Neutron API check,,Template App OpenStack Neutron API check,
"proc.num[,neutron,,bin/python.*bin/neutron-dhcp-agent]",['Template App OpenStack Neutron DHCP Agent'],Neutron DHCP Agent process is running,3,,Neutron DHCP Agent,,Template App OpenStack Neutron DHCP Agent,
"proc.num[,neutron,,bin/python.*bin/neutron-l3-agent]",['Template App OpenStack Neutron L3 Agent'],Neutron L3 Agent process is running,3,,Neutron L3 Agent,,Template App OpenStack Neutron L3 Agent,
"proc.num[,neutron,,bin/python.*bin/neutron-metadata-agent]",['Template App OpenStack Neutron Metadata Agent'],Neutron Metadata Agent process is running,3,,Neutron Metadata Agent,,Template App OpenStack Neutron Metadata Agent,
"proc.num[,neutron,,bin/python.*bin/neutron-openvswitch-agent]",['Template App OpenStack Neutron OVS Agent'],Neutron OVS Agent process is running,3,,Neutron OVS Agent,,Template App OpenStack Neutron OVS Agent,
"net.tcp.service[http,{$IP_MANAGEMENT},9696]",['Template App OpenStack Neutron Server'],Neutron Server is listening on port,3,,Neutron Server,,Template App OpenStack Neutron Server,
"proc.num[,neutron,,bin/python.*bin/neutron-server]",['Template App OpenStack Neutron Server'],Neutron Server process is running,3,,Neutron Server,,Template App OpenStack Neutron Server,
"proc.num[,nova,,bin/python.*bin/nova-api]",['Template App OpenStack Nova API'],Nova API Server process is running,3,,Nova API,,Template App OpenStack Nova API,
"net.tcp.service[http,{$IP_MANAGEMENT},8773]",['Template App OpenStack Nova API EC2'],Nova API EC2 Server is listening on port,3,,Nova API EC2,,Template App OpenStack Nova API EC2,
"net.tcp.service[http,{$IP_MANAGEMENT},8775]",['Template App OpenStack Nova API Metadata'],Nova API Metadata Server is listening on port,3,,Nova API Metadata,,Template App OpenStack Nova API Metadata,
"net.tcp.service[http,{$IP_MANAGEMENT},8774]",['Template App OpenStack Nova API OSAPI'],Nova API OSAPI Compute Server is listening on port,3,,Nova API OSAPI,,Template App OpenStack Nova API OSAPI,
nova.api.status,['Template App OpenStack Nova API OSAPI check'],Nova API test succeeded,3,,Nova API OSAPI check,,Template App OpenStack Nova API OSAPI check,
"proc.num[,nova,,bin/python.*bin/nova-cert]",['Template App OpenStack Nova Cert'],Nova Cert Server process is running,3,,Nova Cert,,Template App OpenStack Nova Cert,
"proc.num[,nova,,bin/python.*bin/nova-compute]",['Template App OpenStack Nova Compute'],Nova Compute Server process is running,3,,Nova Compute,,Template App OpenStack Nova Compute,
"proc.num[,nova,,bin/python.*bin/nova-conductor]",['Template App OpenStack Nova Conductor'],Nova Conductor Server process is running,3,,Nova Conductor,,Template App OpenStack Nova Conductor,
"proc.num[,nova,,bin/python.*bin/nova-consoleauth]",['Template App OpenStack Nova ConsoleAuth'],Nova ConsoleAuth Server process is running,3,,Nova ConsoleAuth,,Template App OpenStack Nova ConsoleAuth,
"proc.num[,nova,,bin/python.*bin/nova-network]",['Template App OpenStack Nova Network'],Nova Network Server process is running,3,,Nova Network,,Template App OpenStack Nova Network,
"proc.num[,nova,,bin/python.*bin/nova-scheduler]",['Template App OpenStack Nova Scheduler'],Nova Scheduler Server process is running,3,,Nova Scheduler,,Template App OpenStack Nova Scheduler,
"proc.num[,nova,,bin/python.*bin/nova-novncproxy]",['Template App OpenStack Nova novncproxy'],Nova novncproxy Server process is running,3,,Nova novncproxy,,Template App OpenStack Nova novncproxy,
kernel.maxfiles,"['Template OS OpenBSD', 'Template OS Linux', 'Template OS Linux noswap', 'Template OpenStack OS Linux', 'Template OS FreeBSD', 'Template OS Linux_MySQL', 'Template OS Mac OS X', 'Template OS Linux APM']",Maximum number of opened files,3,It could be increased by using sysctrl utility or modifying file /etc/sysctl.conf.,OS,,Template OS OpenBSD,
kernel.maxproc,"['Template OS OpenBSD', 'Template OS Solaris', 'Template OS Linux', 'Template OS Linux noswap', 'Template OS Linux APM', 'Template OpenStack OS Linux', 'Template OS Mac OS X', 'Template OS Linux_MySQL', 'Template OS FreeBSD']",Maximum number of processes,3,It could be increased by using sysctrl utility or modifying file /etc/sysctl.conf.,OS,,Template OS OpenBSD,
perf_counter[\2\250],['Template OS Windows'],Number of threads,3,Full counter name: \System\Threads,OS,,Template OS Windows,
system.users.num,"['Template OS HP-UX', 'Template OS Linux APM', 'Template OS Linux noswap', 'Template OS OpenBSD', 'Template OS Linux', 'Template OS Linux_MySQL', 'Template OS Mac OS X', 'Template OpenStack OS Linux', 'Template OS AIX', 'Template OS Solaris', 'Template OS FreeBSD']",Number of logged in users,3,Number of users who are currently logged in.,OS,,Template OS HP-UX,
"proc.num[,openvswitch,,ovsdb-server]",['Template App OpenStack Open vSwitch'],Open vSwitch DB Server server process is running,3,,Open vSwitch,,Template App OpenStack Open vSwitch,
"proc.num[,openvswitch,,ovs-vswitchd]",['Template App OpenStack Open vSwitch'],Open vSwitch Server process is running,3,,Open vSwitch,,Template App OpenStack Open vSwitch,
"jmx[""java.lang:type=OperatingSystem"",OpenFileDescriptorCount]",['Template App Generic Java JMX'],os Open File Descriptor Count,3,,Operating system,,Template App Generic Java JMX,
"jmx[""java.lang:type=OperatingSystem"",ProcessCpuLoad]",['Template App Generic Java JMX'],os Process CPU Load,0,,Operating system,,Template App Generic Java JMX,%
"jmx[""java.lang:type=OperatingSystem"",MaxFileDescriptorCount]",['Template App Generic Java JMX'],os Max File Descriptor Count,3,,Operating system,,Template App Generic Java JMX,
net.tcp.service[pop],['Template App POP Service'],POP service is running,3,,POP service,,Template App POP Service,
system.hw.physicaldisk.part_number[diskFruName.{#SNMPINDEX}],"['Template Server IBM IMM SNMPv2', 'Template Server IBM IMM SNMPv1']",{#SNMPINDEX}: Physical disk part number,1,"MIB: IMM-MIB
disk module FRU name.",Physical disks,Physical Disk Discovery,Template Server IBM IMM SNMPv2,
system.hw.physicaldisk.media_type[physicalDiskMediaType.{#SNMPINDEX}],['Template Server Dell iDRAC SNMPv2'],{#DISK_NAME}: Physical disk media type,3,"MIB: IDRAC-MIB-SMIv2
The media type of the physical disk. Possible Values:
1: The media type could not be determined.
2: Hard Disk Drive (HDD).
3: Solid State Drive (SSD).",Physical disks,Physical Disk Discovery,Template Server Dell iDRAC SNMPv2,
system.hw.physicaldisk.media_type[cpqDaPhyDrvMediaType.{#SNMPINDEX}],['Template Server HP iLO SNMPv2'],{#DISK_LOCATION}: Physical disk media type,3,"MIB: CPQIDA-MIB
Drive Array Physical Drive Media Type.The following values are defined:
other(1)  The instrument agent is unable to determine the physical drive’s media type.
rotatingPlatters(2)  The physical drive media is composed of rotating platters.
solidState(3)  The physical drive media is composed of solid state electronics.",Physical disks,Physical Disk Discovery,Template Server HP iLO SNMPv2,
sensor.psu.status[icsChassisPowerSupplyEntry.{#SNMPINDEX}],['Template Net Intel_Qlogic Infiniband SNMPv2'],{#SNMPVALUE}: Power supply status,3,"MIB: ICS-CHASSIS-MIB
Actual status of the power supply:
(1) unknown: status not known.
(2) disabled: power supply is disabled.
(3) failed - power supply is unable to supply power due to failure.
(4) warning - power supply is supplying power, but an output or sensor is bad or warning.
(5) standby - power supply believed usable,but not supplying power.
(6) engaged - power supply is supplying power.
(7) redundant - power supply is supplying power, but not needed.
(8) notPresent - power supply is supplying power is not present.",Power supply,PSU Discovery,Template Net Intel_Qlogic Infiniband SNMPv2,
sensor.psu.status[hpicfSensorStatus.{#SNMPINDEX}],['Template Net HP Enterprise Switch SNMPv2'],{#ENT_DESCR}: Power supply status,3,"MIB: HP-ICF-CHASSIS
Actual status indicated by the sensor: {#ENT_DESCR}",Power supply,PSU Discovery,Template Net HP Enterprise Switch SNMPv2,
sensor.psu.status[entStateOper.{#SNMPINDEX}],"['Template Net Mellanox SNMPv2', 'Template Net Arista SNMPv2']",{#ENT_NAME}: Power supply status,3,MIB: ENTITY-STATE-MIB,Power supply,PSU Discovery,Template Net Mellanox SNMPv2,
sensor.psu.status[boxServicesPowSupplyItemState.{#SNMPINDEX}],['Template Net Netgear Fastpath SNMPv2'],#{#SNMPVALUE}: Power supply status,3,"MIB: FASTPATH-BOXSERVICES-PRIVATE-MIB
The status of power supply",Power supply,PSU Discovery,Template Net Netgear Fastpath SNMPv2,
sensor.psu.status[powerSupplyStatus.{#SNMPINDEX}],['Template Server Dell iDRAC SNMPv2'],{#PSU_DESCR}: Power supply status,3,"MIB: IDRAC-MIB-SMIv2
0600.0012.0001.0005 This attribute defines the status of the power supply.",Power supply,PSU Discovery,Template Server Dell iDRAC SNMPv2,
sensor.psu.status[powerHealthStatus.{#SNMPINDEX}],"['Template Server IBM IMM SNMPv1', 'Template Server IBM IMM SNMPv2']",{#PSU_DESCR}: Power supply status,1,"MIB: IMM-MIB
A description of the power module status.",Power supply,PSU Discovery,Template Server IBM IMM SNMPv1,
sensor.psu.status[hh3cEntityExtErrorStatus.{#SNMPINDEX}],['Template Net HP Comware HH3C SNMPv2'],{#ENT_NAME}: Power supply status,3,"MIB: HH3C-ENTITY-EXT-MIB
Indicate the error state of this entity object.
psuError(51) means that the power supply unit is in the state of fault.
rpsError(61) means the redundant power supply is in the state of fault.",Power supply,PSU Discovery,Template Net HP Comware HH3C SNMPv2,
sensor.psu.status[extremePowerSupplyStatus.{#SNMPINDEX}],['Template Net Extreme EXOS SNMPv2'],PSU {#SNMPVALUE}: Power supply status,3,"MIB: EXTREME-SYSTEM-MIB
Status of the power supply {#SNMPVALUE}",Power supply,PSU Discovery,Template Net Extreme EXOS SNMPv2,
sensor.psu.status[cpqHeFltTolPowerSupplyCondition.{#SNMPINDEX}],['Template Server HP iLO SNMPv2'],"Chassis {#CHASSIS_NUM}, bay {#BAY_NUM}: Power supply status",3,"MIB: CPQHLTH-MIB
The condition of the power supply. This value will be one of the following:
other(1)  The status could not be determined or not present.
ok(2)  The power supply is operating normally.
degraded(3)  A temperature sensor, fan or other power supply component is  outside of normal operating range.
failed(4)  A power supply component detects a condition that could  permanently damage the system.",Power supply,PSU Discovery,Template Server HP iLO SNMPv2,
sensor.psu.status[ciscoEnvMonSupplyState.{#SNMPINDEX}],['Template Module Cisco CISCO-ENVMON-MIB SNMPv2'],{#SENSOR_INFO}: Power supply status,3,MIB: CISCO-ENVMON-MIB,Power supply,PSU Discovery,Template Module Cisco CISCO-ENVMON-MIB SNMPv2,
sensor.psu.status[jnxOperatingState.2.{#SNMPINDEX}],['Template Net Juniper SNMPv2'],{#SNMPVALUE}: Power supply status,3,"MIB: JUNIPER-MIB
If they are using DC power supplies there is a known issue on PR 1064039 where the fans do not detect the temperature correctly and fail to cool the power supply causing the shutdown to occur.
This is fixed in Junos 13.3R7 https://forums.juniper.net/t5/Routing/PEM-0-not-OK-MX104/m-p/289644#M14122",Power supply,PSU Discovery,Template Net Juniper SNMPv2,
sensor.psu.status[chSysPowerSupplyOperStatus.{#SNMPINDEX}],['Template Net Dell Force S-Series SNMPv2'],PSU {#SNMPVALUE}: Power supply status,3,"MIB: F10-S-SERIES-CHASSIS-MIB
The status of the power supply {#SNMPVALUE}",Power supply,PSU Discovery,Template Net Dell Force S-Series SNMPv2,
sensor.psu.status[mySystemElectricalSourceIsNormal.{#SNMPINDEX}],['Template Net D-Link DES 7200 SNMPv2'],{#SNMPVALUE}: Power supply status,3,MIB: MY-SYSTEM-MIB,Power supply,PSU Discovery,Template Net D-Link DES 7200 SNMPv2,
sensor.psu.status[snChasPwrSupply2OperStatus.{#SNMPINDEX}],['Template Net Brocade_Foundry Stackable SNMPv2'],Unit {#PSU_UNIT} PSU {#PSU_INDEX}: Power supply status,3,MIB: FOUNDRY-SN-AGENT-MIB,Power supply,PSU Discovery,Template Net Brocade_Foundry Stackable SNMPv2,
sensor.psu.status[snChasPwrSupplyOperStatus.{#SNMPINDEX}],['Template Net Brocade_Foundry Nonstackable SNMPv2'],PSU {#PSU_INDEX}: Power supply status,3,MIB: FOUNDRY-SN-AGENT-MIB,Power supply,PSU Discovery,Template Net Brocade_Foundry Nonstackable SNMPv2,
sensor.psu.status[swPowerStatus.{#SNMPINDEX}],['Template Net D-Link DES_DGS Switch SNMPv2'],#{#SNMPVALUE}: Power supply status,3,"MIB: EQUIPMENT-MIB
Indicates the current power status.
lowVoltage : The voltage of the power unit is too low.
overCurrent: The current of the power unit is too high.
working    : The power unit is working normally.
fail       : The power unit has failed.
connect    : The power unit is connected but not powered on.
disconnect : The power unit is not connected.",Power supply,PSU Discovery,Template Net D-Link DES_DGS Switch SNMPv2,
sensor.psu.status[swSensorStatus.{#SNMPINDEX}],['Template Net Brocade FC SNMPv2'],{#SENSOR_INFO}: Power supply status,3,MIB: SW-MIB,Power supply,PSU Discovery,Template Net Brocade FC SNMPv2,
proc.vmstat[compact_stall],['Template OpenStack OS Linux'],/proc/vmstat compact_stall,3,,Proc,,Template OpenStack OS Linux,
"proc.num[,,run]","['Template OpenStack OS Linux', 'Template OS Linux_MySQL', 'Template OS Linux', 'Template OS Linux APM', 'Template OS AIX', 'Template OS Linux noswap', 'Template OS OpenBSD', 'Template OS Solaris', 'Template OS FreeBSD']",Number of running processes,3,Number of processes in running state.,Processes,,Template OpenStack OS Linux,
proc.num[],"['Template OS Linux noswap', 'Template OS FreeBSD', 'Template OS Linux_MySQL', 'Template OS Linux APM', 'Template OS Linux', 'Template OS OpenBSD', 'Template OS Windows', 'Template OS Solaris', 'Template OpenStack OS Linux', 'Template OS AIX']",Number of processes,3,Total number of processes in any state.,Processes,,Template OS Linux noswap,
"proc.num[,,,/usr/bin/radosgw]",['Template App OpenStack Ceph RGW'],Number of ceph-rgw processes,3,,RGW,,Template App OpenStack Ceph RGW,
"net.tcp.port[,41055]",['Template App OpenStack HA RabbitMQ'],RabbitMQ Server is listening on port,3,,RabbitMQ,,Template App OpenStack HA RabbitMQ,
"net.tcp.port[,4369]",['Template App OpenStack HA RabbitMQ'],RabbitMQ EPMD is listening on port,3,,RabbitMQ,,Template App OpenStack HA RabbitMQ,
rabbitmq.missing.nodes,['Template App OpenStack HA RabbitMQ'],RabbitMQ missing nodes,3,,RabbitMQ,,Template App OpenStack HA RabbitMQ,
rabbitmq.queues.without.consumers,['Template App OpenStack HA RabbitMQ'],RabbitMQ queues without consumers,3,,RabbitMQ,,Template App OpenStack HA RabbitMQ,
"net.tcp.port[{$IP_MANAGEMENT},5672]",['Template App OpenStack HA RabbitMQ'],RabbitMQ AMQP is listening on port,3,,RabbitMQ,,Template App OpenStack HA RabbitMQ,
"proc.num[,,,epmd -(daemon|systemd)]",['Template App OpenStack HA RabbitMQ'],RabbitMQ EPMD process is running,3,,RabbitMQ,,Template App OpenStack HA RabbitMQ,
rabbitmq.queue.items,['Template App OpenStack HA RabbitMQ'],RabbitMQ queue items,3,,RabbitMQ,,Template App OpenStack HA RabbitMQ,
rabbitmq.unmirror.queues,['Template App OpenStack HA RabbitMQ'],RabbitMQ unmirrored queues,3,,RabbitMQ,,Template App OpenStack HA RabbitMQ,
rabbitmq.missing.queues,['Template App OpenStack HA RabbitMQ'],RabbitMQ missing queues,3,,RabbitMQ,,Template App OpenStack HA RabbitMQ,
"proc.num[,rabbitmq,,bin/beam]",['Template App OpenStack HA RabbitMQ'],RabbitMQ BEAM process is running,3,,RabbitMQ,,Template App OpenStack HA RabbitMQ,
"jmx[""java.lang:type=Runtime"",VmVersion]",['Template App Generic Java JMX'],jvm Version,1,,Runtime,,Template App Generic Java JMX,
"jmx[""java.lang:type=Runtime"",VmName]",['Template App Generic Java JMX'],jvm Name,1,,Runtime,,Template App Generic Java JMX,
"jmx[""java.lang:type=Runtime"",Uptime]",['Template App Generic Java JMX'],jvm Uptime,3,,Runtime,,Template App Generic Java JMX,uptime
net.tcp.service[smtp],['Template App SMTP Service'],SMTP service is running,3,,SMTP service,,Template App SMTP Service,
net.tcp.service[ssh],['Template App SSH Service'],SSH service is running,3,,SSH service,,Template App SSH Service,
vfs.file.cksum[/etc/passwd],"['Template OS OpenBSD', 'Template OS FreeBSD', 'Template OS HP-UX', 'Template OS Linux', 'Template OS Linux_MySQL', 'Template OS Mac OS X', 'Template OS Linux noswap', 'Template OS Solaris', 'Template OpenStack OS Linux', 'Template OS AIX', 'Template OS Linux APM']",Checksum of /etc/passwd,3,,Security,,Template OS OpenBSD,
"service.info[{#SERVICE.NAME},state]",['Template OS Windows'],"State of service ""{#SERVICE.NAME}"" ({#SERVICE.DISPLAYNAME})",3,,Services,Windows service discovery,Template OS Windows,
"jmx[""Catalina:type=Manager,path=/,host=localhost"",activeSessions]",['Template App Apache Tomcat JMX'],Number of active sessions at this moment,3,,Sessions,,Template App Apache Tomcat JMX,
"jmx[""Catalina:type=Manager,path=/,host=localhost"",sessionCounter]",['Template App Apache Tomcat JMX'],Number of sessions created by this manager per second,0,,Sessions,,Template App Apache Tomcat JMX,
"jmx[""Catalina:type=Manager,path=/,host=localhost"",maxActiveSessions]",['Template App Apache Tomcat JMX'],"The maximum number of active Sessions allowed, or -1 for no limit",0,,Sessions,,Template App Apache Tomcat JMX,
"jmx[""Catalina:type=Manager,path=/,host=localhost"",maxActive]",['Template App Apache Tomcat JMX'],Maximum number of active sessions so far,3,,Sessions,,Template App Apache Tomcat JMX,
"jmx[""Catalina:type=Manager,path=/,host=localhost"",rejectedSessions]",['Template App Apache Tomcat JMX'],Number of sessions we rejected due to maxActive being reached,3,,Sessions,,Template App Apache Tomcat JMX,
system.uptime[sysUpTime],"['Template Module Generic SNMPv2', 'Template Module Generic SNMPv1']",Device uptime,3,"MIB: SNMPv2-MIB
The time (in hundredths of a second) since the network management portion of the system was last re-initialized.",Status,,Template Module Generic SNMPv2,uptime
"zabbix[host,snmp,available]","['Template Module Generic SNMPv2', 'Template Module Generic SNMPv1']",SNMP availability,3,,Status,,Template Module Generic SNMPv2,
icmppingsec,['Template Module ICMP Ping'],ICMP response time,0,,Status,,Template Module ICMP Ping,s
system.status[globalSystemStatus.0],['Template Server Dell iDRAC SNMPv2'],Overall system health status,3,"MIB: IDRAC-MIB-SMIv2
This attribute defines the overall rollup status of all components in the system being monitored by the remote access card. Includes system, storage, IO devices, iDRAC, CPU, memory, etc.",Status,,Template Server Dell iDRAC SNMPv2,
system.status[cpqSiMibCondition.0],['Template Server HP iLO SNMPv2'],Overall system health status,3,"MIB: CPQSINFO-MIB
The overall condition. This object represents the overall status of the server information represented by this MIB.",Status,,Template Server HP iLO SNMPv2,
system.status[jnxRedAlarmState.0],['Template Net Juniper SNMPv2'],Overall system health status,3,"MIB: JUNIPER-ALARM-MIB
The red alarm indication on the craft interface panel.
The red alarm is on when there is some system
failure or power supply failure or the system
is experiencing a hardware malfunction or some
threshold is being exceeded.

This red alarm state could be turned off by the
ACO/LT (Alarm Cut Off / Lamp Test) button on the
front panel module.",Status,,Template Net Juniper SNMPv2,
icmppingloss,['Template Module ICMP Ping'],ICMP loss,0,,Status,,Template Module ICMP Ping,%
icmpping,['Template Module ICMP Ping'],ICMP ping,3,,Status,,Template Module ICMP Ping,
system.status[swOperStatus.0],['Template Net Brocade FC SNMPv2'],Overall system health status,3,"MIB: SW-MIB
The current operational status of the switch.The states are as follow:
online(1) means the switch is accessible by an external Fibre Channel port
offline(2) means the switch is not accessible
testing(3) means the switch is in a built-in test mode and is not accessible by an external Fibre Channel port
faulty(4) means the switch is not operational.",Status,,Template Net Brocade FC SNMPv2,
system.status[systemHealthStat.0],"['Template Server IBM IMM SNMPv1', 'Template Server IBM IMM SNMPv2']",Overall system health status,3,"MIB: IMM-MIB
Indicates status of system health for the system in which the IMM resides. Value of 'nonRecoverable' indicates a severe error has occurred and the system may not be functioning. A value of 'critical' indicates that a error has occurred but the system is currently functioning properly. A value of 'nonCritical' indicates that a condition has occurred that may change the state of the system in the future but currently the system is working properly. A value of 'normal' indicates that the system is operating normally.",Status,,Template Server IBM IMM SNMPv1,
"vmware.vm.storage.unshared[{$URL},{HOST.HOST}]",['Template VM VMware Guest'],Unshared storage space,3,"Total storage space, in bytes, occupied by the virtual machine across all datastores, that is not shared with any other virtual machine.",Storage,,Template VM VMware Guest,B
vfs.fs.pused[hrStorageSize.{#SNMPINDEX}],['Template Net Mikrotik SNMPv2'],Disk-{#SNMPINDEX}: Storage utilization,0,Storage utilization in % for Disk-{#SNMPINDEX},Storage,Storage Discovery,Template Net Mikrotik SNMPv2,%
vfs.fs.pused[storageUsedPercentage.{#SNMPINDEX}],"['Template Module HOST-RESOURCES-MIB SNMPv2', 'Template Module HOST-RESOURCES-MIB SNMPv1', 'Template Net Arista SNMPv2']",{#SNMPVALUE}: Storage utilization,0,Storage utilization in % for {#SNMPVALUE},Storage,Storage Discovery,Template Module HOST-RESOURCES-MIB SNMPv2,%
"vmware.vm.storage.uncommitted[{$URL},{HOST.HOST}]",['Template VM VMware Guest'],Uncommitted storage space,3,"Additional storage space, in bytes, potentially used by this virtual machine on all datastores.",Storage,,Template VM VMware Guest,B
"vmware.vm.storage.committed[{$URL},{HOST.HOST}]",['Template VM VMware Guest'],Committed storage space,3,"Total storage space, in bytes, committed to this virtual machine across all datastores.",Storage,,Template VM VMware Guest,B
"proc.num[,swift,,bin/python.*bin/swift-account-server]",['Template App OpenStack Swift Account'],Swift Account Server process is running,3,,Swift Account,,Template App OpenStack Swift Account,
"proc.num[,swift,,bin/python.*bin/swift-account-replicator]",['Template App OpenStack Swift Account'],Swift Account Replicator process is running,3,,Swift Account,,Template App OpenStack Swift Account,
"net.tcp.service[http,{$IP_STORAGE},6002]",['Template App OpenStack Swift Account'],Swift Account Server is listening on port,3,,Swift Account,,Template App OpenStack Swift Account,
"net.tcp.service[http,{$IP_STORAGE},6001]",['Template App OpenStack Swift Container'],Swift Container Server is listening on port,3,,Swift Container,,Template App OpenStack Swift Container,
"proc.num[,swift,,bin/python.*bin/swift-container-replicator]",['Template App OpenStack Swift Container'],Swift Container Replicator process is running,3,,Swift Container,,Template App OpenStack Swift Container,
"proc.num[,swift,,bin/python.*bin/swift-container-server]",['Template App OpenStack Swift Container'],Swift Container Server process is running,3,,Swift Container,,Template App OpenStack Swift Container,
"proc.num[,swift,,bin/python.*bin/swift-object-server]",['Template App OpenStack Swift Object'],Swift Object Server process is running,3,,Swift Object,,Template App OpenStack Swift Object,
"proc.num[,swift,,bin/python.*bin/swift-object-replicator]",['Template App OpenStack Swift Object'],Swift Object Replicator process is running,3,,Swift Object,,Template App OpenStack Swift Object,
"net.tcp.service[http,{$IP_STORAGE},6000]",['Template App OpenStack Swift Object'],Swift Object Server is listening on port,3,,Swift Object,,Template App OpenStack Swift Object,
"net.tcp.service[http,{$IP_STORAGE},8080]",['Template App OpenStack Swift Proxy'],Swift Proxy Server is listening on port,3,,Swift Proxy,,Template App OpenStack Swift Proxy,
"proc.num[,swift,,bin/python.*bin/swift-proxy-server]",['Template App OpenStack Swift Proxy'],Swift Proxy Server process is running,3,,Swift Proxy,,Template App OpenStack Swift Proxy,
net.tcp.service[telnet],['Template App Telnet Service'],Telnet service is running,3,,Telnet service,,Template App Telnet Service,
bb_ambient_temp,['Template Server Intel SR1530 IPMI'],BB Ambient Temp,0,,Temperature,,Template Server Intel SR1530 IPMI,C
sensor.temp.status[boxServicesTempSensorState.{#SNMPINDEX}],['Template Net Netgear Fastpath SNMPv2'],#{#SNMPVALUE}: Temperature status,3,"MIB: FASTPATH-BOXSERVICES-PRIVATE-MIB
The state of temperature sensor",Temperature,Temperature Discovery,Template Net Netgear Fastpath SNMPv2,
sensor.temp.value[hh3cEntityExtTemperature.{#SNMPINDEX}],['Template Net HP Comware HH3C SNMPv2'],{#SNMPVALUE}: Temperature,0,"MIB: HH3C-ENTITY-EXT-MIB
The temperature for the {#SNMPVALUE}.",Temperature,Temperature Discovery,Template Net HP Comware HH3C SNMPv2,°C
sensor.temp.value[snAgentTemp2Value.{#SNMPINDEX}],['Template Net Brocade_Foundry Stackable SNMPv2'],{#SENSOR_DESCR}: Temperature,0,"MIB: FOUNDRY-SN-AGENT-MIB
Temperature of the sensor represented by this row. Each unit is 0.5 degrees Celsius.",Temperature,Temperature Discovery,Template Net Brocade_Foundry Stackable SNMPv2,°C
